S025,Mean TradAgg,Mean SurvSAgg
81998,0.713841169795526,-1.2545080802324895
82002,0.14566714132452643,-1.1437840484756074
82008,0.3322498384984904,-1.311222795321779
82018,-1.042301016409448,-1.610245790102217
122002,-1.793290001774098,-2.3448725654497973
122014,-1.1068761229979671,-1.7506364402205736
202005,1.215134726478608,2.7502420385174555
202018,0.9828533584164924,3.215135051289193
311997,-0.2859298573063586,-1.7292120725774556
312008,0.2958881896957739,-1.0275669124085354
312011,-0.9301143612841052,-2.178288500728476
312018,-0.6027236878598374,-1.438777601183962
321984,0.20869912924014786,-0.5659517934710657
321991,-0.5307081539772402,-0.5605337411855145
321995,-0.5638095739746957,0.196961648619917
321999,-1.14343470877988,-0.3304520327227828
322006,-1.023058782246379,0.15641247928538682
322013,-0.2518848936829577,0.150463447473155
322017,-0.49413233957095426,-0.0023640212995451873
361995,-0.3983809815727449,2.415751792439644
362005,0.06353053139878496,2.6309864549289954
362012,0.5139023378883777,2.7900298628874123
362018,1.0162914048757876,3.3357103446737555
401990,0.17381473279966758,0.8668350291205383
401999,0.47414007545331993,1.9012553435314605
402008,0.6530145421127125,1.4487446576539533
402018,1.078116700220255,2.897314530613145
502002,-1.524911288203087,-2.047237786664046
502018,-2.064574508677754,-1.7226120966300789
511997,0.8668236589763844,-1.1349570288777164
512008,-0.6217433013032776,-1.6092229850014776
512011,-1.0942994955124121,-2.0946098870702996
512018,-0.42214288193958055,-1.4917470828742776
512021,-1.827911097690647,-1.661536135584963
561981,0.14055812325173012,-0.018553102812594747
561990,0.5820159519710377,1.1663657859842589
561999,0.7303144362630759,1.6574727065149641
562009,0.36803322385247195,2.0569784978100847
682017,-1.651971588820951,-1.1848029512438731
701998,0.11807380296063426,-0.6576864686935384
702001,0.6544728011428149,-0.8047361463535242
702008,0.0704225592550767,-1.2182833851516328
702019,-0.12343283542834935,-1.0999218974539715
761991,-1.0503145339390445,-1.2847273452460697
761997,-1.4176274154879496,-1.155790678567708
762006,-1.1156777176083186,-0.5257868650566282
762014,-1.0003182542909226,-0.5340062306999198
762018,-0.37083635571821005,-0.40740486714415713
1001991,2.0319564405033725,-0.4159563804240131
1001997,1.3902203724427118,-0.13551781561727902
1001999,1.599330447153103,-0.6873442844774426
1002006,1.5267885890801938,-0.34307249247304483
1002008,1.1175304170421232,-0.9799746595208103
1002017,0.8677355115519317,-0.5552406762790323
1042020,-1.444541945186757,-1.908389160680079
1121990,1.49193881315401,-0.6083437678808666
1121996,1.2576024732778737,-1.5672988867550792
1122000,1.2230754184345347,-0.5683602006549938
