S025,Mean TradAgg,Mean SurvSAgg
81998,0.5769276816445522,-1.0091701064143412
82002,0.13814528401624446,-0.7853245974095457
82008,0.29457340416507777,-0.9410764490732166
82018,-0.7406917134185772,-0.8331685538603518
122002,-1.2638145832490766,-1.2022899868848735
122014,-0.77526862255941,-0.9274653656232956
202005,0.74782792228327,1.8041966117265902
202018,0.5481438384589206,2.186132594087183
311997,-0.1436611844985231,-1.125159793554589
312008,0.22066022406258642,-0.7048691464033378
312011,-0.6116914681088962,-1.2912291222125452
312018,-0.4029730725855508,-0.840458689754328
321984,0.15039425759940486,-0.36593784703696525
321991,-0.40647529135878374,-0.1964615695551703
321995,-0.4830989192424448,0.378699171791493
321999,-0.8889304522811657,0.12330431477851571
322006,-0.8182214155675941,0.4383774831363067
322013,-0.2258724975052907,0.25285623355603953
322017,-0.3983028402653787,0.1909979973703297
361995,-0.47701920443664747,1.9382574767396508
362005,-0.1416114047865442,1.9832284320053148
362012,0.20411161296811672,1.9728418691119902
362018,0.5489568444344237,2.2662386994089414
401990,0.043584658428813504,0.6902356781097762
401999,0.20920770852809772,1.3794159714819867
402008,0.3818265908164127,0.9869674159981372
402018,0.6183946727542274,1.9441587868703276
502002,-1.0957956205838928,-1.0410360728507806
502018,-1.4995941601259553,-0.6924491775488313
511997,0.6867811617877244,-0.9478101823637453
512008,-0.416033056575067,-0.9419319124661434
512011,-0.7292069095411521,-1.1967976920157701
512018,-0.26894329444405046,-0.9011159419798439
512021,-1.3080262859708192,-0.7138727562239867
561981,0.09082997436606752,0.025312936493181445
561990,0.3550287662137238,0.794840020700893
561999,0.43415733622037583,1.1234139161715075
562009,0.1442530666537285,1.4824455851765306
682017,-1.2225768947983267,-0.3866687639731086
701998,0.09521810148492658,-0.4260810366637549
702001,0.515757410672789,-0.6456428749670245
702008,0.08968708948696101,-0.817837973218385
702019,-0.060023469673224666,-0.6784921532037334
761991,-0.7713220233139624,-0.5892799484252011
761997,-1.0570147735254851,-0.4060700206451224
762006,-0.8603904950997193,-0.01910956541342442
762014,-0.7702802810044517,-0.05085685099909441
762018,-0.3024393336855127,-0.09921888175350137
1001991,1.5341028800844372,-0.7025351968576494
1001997,1.0452774964165772,-0.36364863445141715
1001999,1.2231407773915188,-0.7999154427341291
1002006,1.160932960697087,-0.5404821284852588
1002008,0.8865626411412392,-0.9034107767633359
1002017,0.670955204816446,-0.5346575416899915
1042020,-1.0226283289758125,-0.9538421685077463
1121990,1.1353268086650685,-0.7135505337293425
1121996,1.0172483130961487,-1.3642090185494002
1122000,0.9358507010665401,-0.6410341247136865
1122008,0.2163620185412296,-0.6988463479448238
1122018,0.2944887253074637,-0.3183397979844064
1241982,-0.8264863494805051,0.9555841167461347
1241990,-0.2190544834033089,1.3631072729376732
1242000,-0.5522011163380519,1.8661373007474902
1242006,-0.6652485614529462,1.9791457363400728
1242020,0.7975427678158483,2.059809586879157
1521990,-0.905471755322893,-0.654664381072817
1521996,-0.6907250646089204,-0.39180962981641704
1522000,-0.868453961373312,-0.13019246140302285
1522006,-0.6396956315939937,-0.2012621048584971
1522012,-0.2826145666156964,0.15923277208583664
1522018,0.2167665236503893,-0.10722497552285323
1562007,0.6604394272478593,-0.47598968058515395
1562013,0.8387995973176966,-0.4102792581929099
1562018,0.5769010572362177,-0.10333466506140873
1581998,0.6494057563162264,-0.6545108028396919
1582006,1.4295911390403178,-0.9381329708961726
1582012,1.1536319494493437,-0.22793641931782305
1582019,1.1281740792548132,-0.140097388033917
1702005,-1.8012556785178533,0.16515440126130973
1702012,-1.7806359851434772,0.10160548442392187
1702018,-1.565397389306324,0.2592349695312364
1911996,1.1615434822964579,0.28740657206398085
1912008,-0.08040787948500866,-0.11721417976444931
1912017,0.09821377136173932,0.08180633347055873
1962006,-0.5402357032193283,-0.05149591505512201
1962008,-0.5616175817079075,-0.6184170374633126
1962011,-0.2664217729779345,-0.4065079751440193
1962019,-0.4078953831542514,-0.5008959131789867
2031991,1.2218091227511754,0.24223451589010087
2031998,1.1445122516029165,0.8546166958015154
2031999,1.2965463978555536,0.8250792631869284
2032008,1.027614500372928,0.5436368292784137
2032017,1.1777717929538607,0.9985583511898034
2032022,1.3345026021084652,0.735782668768151
2081981,0.9698215015249713,1.4309327296381429
2081999,0.8236215465900261,2.4738259998321173
2082008,0.5492665124827937,2.8392431887419316
2082017,1.0154732123228616,2.9000514666103627
2141996,-0.9975392781560585,-0.1510145997072134
2182013,-1.7345252008939869,-0.23023779703753247
2182018,-1.7220855325194213,0.013108937359516671
2312007,-0.5874947086657936,-0.7069420708434647
2312020,-1.321977413206858,-0.9847188936781016
2331996,1.5808773956034616,-0.7033768207396974
